id,region_id,timestamp,temperature_celsius,humidity_percent,precipitation_mm,atmospheric_pressure_mb,wind_speed_kmh,source,created_at
386,17,2025-06-30T08:05:05.883922,18.06,79.55,5.87,1013.21,1.34,Synthetic Data - Grupo 7,2025-11-04T08:05:05.883956
387,9,2025-05-10T08:05:05.883991,32.46,74.33,3.13,1013.37,2.17,Synthetic Data - Grupo 7,2025-11-04T08:05:05.884025
388,17,2025-02-05T08:05:05.884060,24.02,66.91,0.37,1009.27,1.9,Synthetic Data - Grupo 7,2025-11-04T08:05:05.884094
389,6,2025-04-03T08:05:05.884129,21.48,44.47,8.0,1010.69,1.09,Synthetic Data - Grupo 7,2025-11-04T08:05:05.884163
390,10,2025-09-27T08:05:05.884199,19.79,48.78,1.8,1006.5,3.87,Synthetic Data - Grupo 7,2025-11-04T08:05:05.884232
391,2,2025-10-05T08:05:05.884268,26.43,78.6,8.14,1004.07,3.98,Synthetic Data - Grupo 7,2025-11-04T08:05:05.884301
392,14,2024-11-15T08:05:05.884336,19.68,67.59,20.75,1018.18,9.13,Synthetic Data - Grupo 7,2025-11-04T08:05:05.884369
393,2,2025-02-13T08:05:05.884405,21.25,61.9,3.96,1007.54,3.8,Synthetic Data - Grupo 7,2025-11-04T08:05:05.884439
394,8,2025-06-10T08:05:05.884474,19.8,70.25,3.18,1011.24,5.66,Synthetic Data - Grupo 7,2025-11-04T08:05:05.884507
395,7,2025-03-01T08:05:05.884543,34.78,65.9,1.99,1018.27,9.22,Synthetic Data - Grupo 7,2025-11-04T08:05:05.884576
396,13,2024-11-05T08:05:05.884612,23.63,98.56,3.36,1021.13,1.06,Synthetic Data - Grupo 7,2025-11-04T08:05:05.884645
397,13,2025-05-29T08:05:05.884681,28.3,59.95,9.64,1010.99,3.97,Synthetic Data - Grupo 7,2025-11-04T08:05:05.884714
398,2,2025-04-11T08:05:05.884750,23.9,75.71,17.52,1012.05,1.22,Synthetic Data - Grupo 7,2025-11-04T08:05:05.884786
399,3,2025-02-22T08:05:05.884823,26.1,71.74,9.33,1008.78,2.14,Synthetic Data - Grupo 7,2025-11-04T08:05:05.884857
400,9,2025-01-22T08:05:05.884896,27.42,76.13,1.44,1011.46,4.16,Synthetic Data - Grupo 7,2025-11-04T08:05:05.884930
401,13,2024-12-03T08:05:05.884970,26.88,67.87,2.16,1007.08,3.25,Synthetic Data - Grupo 7,2025-11-04T08:05:05.885004
402,13,2025-01-30T08:05:05.885042,20.45,55.95,1.36,1009.66,3.16,Synthetic Data - Grupo 7,2025-11-04T08:05:05.885075
403,16,2025-11-03T08:05:05.885111,29.45,71.2,6.09,1021.06,2.91,Synthetic Data - Grupo 7,2025-11-04T08:05:05.885144
404,18,2025-02-09T08:05:05.885180,28.04,86.96,0.23,1016.75,1.07,Synthetic Data - Grupo 7,2025-11-04T08:05:05.885214
405,20,2025-04-17T08:05:05.885250,28.27,63.51,4.92,1014.57,5.57,Synthetic Data - Grupo 7,2025-11-04T08:05:05.885283
406,15,2025-11-04T08:05:05.885319,22.73,79.74,1.21,1016.79,2.35,Synthetic Data - Grupo 7,2025-11-04T08:05:05.885353
407,8,2025-08-25T08:05:05.885388,14.77,73.37,4.72,1015.43,11.11,Synthetic Data - Grupo 7,2025-11-04T08:05:05.885422
408,8,2025-09-10T08:05:05.885458,29.32,60.4,0.1,1012.17,3.59,Synthetic Data - Grupo 7,2025-11-04T08:05:05.885492
409,3,2025-06-19T08:05:05.885527,31.48,55.05,1.74,1006.84,3.65,Synthetic Data - Grupo 7,2025-11-04T08:05:05.885560
410,6,2025-06-11T08:05:05.885596,22.99,60.87,4.83,1008.42,3.77,Synthetic Data - Grupo 7,2025-11-04T08:05:05.885629
411,17,2025-01-10T08:05:05.885665,37.67,61.6,5.67,1002.89,0.34,Synthetic Data - Grupo 7,2025-11-04T08:05:05.885699
412,19,2025-05-03T08:05:05.885735,27.9,59.42,1.88,1010.81,3.38,Synthetic Data - Grupo 7,2025-11-04T08:05:05.885768
413,16,2025-06-21T08:05:05.885804,26.15,81.96,1.59,1008.07,1.93,Synthetic Data - Grupo 7,2025-11-04T08:05:05.885837
414,3,2025-02-28T08:05:05.885873,15.03,73.96,1.59,1016.63,2.09,Synthetic Data - Grupo 7,2025-11-04T08:05:05.885906
415,16,2025-07-15T08:05:05.885942,20.64,55.77,2.57,1021.74,2.68,Synthetic Data - Grupo 7,2025-11-04T08:05:05.885976
416,1,2025-03-04T08:05:05.886012,27.97,62.47,2.09,1010.54,7.59,Synthetic Data - Grupo 7,2025-11-04T08:05:05.886045
417,1,2025-01-15T08:05:05.886080,23.71,74.79,0.74,1013.65,5.76,Synthetic Data - Grupo 7,2025-11-04T08:05:05.886117
418,5,2025-08-27T08:05:05.886154,31.86,65.84,6.6,1016.58,4.94,Synthetic Data - Grupo 7,2025-11-04T08:05:05.886188
419,8,2025-06-07T08:05:05.886224,26.0,58.88,4.11,1021.3,5.91,Synthetic Data - Grupo 7,2025-11-04T08:05:05.886257
420,5,2025-09-10T08:05:05.886294,21.42,72.62,1.28,1008.82,3.85,Synthetic Data - Grupo 7,2025-11-04T08:05:05.886327
421,19,2025-10-06T08:05:05.886385,26.33,64.54,10.32,1015.39,5.41,Synthetic Data - Grupo 7,2025-11-04T08:05:05.886419
422,9,2025-07-25T08:05:05.886459,28.95,69.01,2.13,1015.25,2.38,Synthetic Data - Grupo 7,2025-11-04T08:05:05.886493
423,15,2024-12-19T08:05:05.886529,34.44,76.24,11.4,1009.01,2.72,Synthetic Data - Grupo 7,2025-11-04T08:05:05.886563
424,16,2025-10-28T08:05:05.886599,25.73,52.24,9.0,1013.99,5.48,Synthetic Data - Grupo 7,2025-11-04T08:05:05.886632
425,14,2025-03-11T08:05:05.886671,23.8,73.44,7.17,1007.59,1.81,Synthetic Data - Grupo 7,2025-11-04T08:05:05.886705
426,6,2025-04-22T08:05:05.886741,29.48,72.86,3.79,1015.25,3.26,Synthetic Data - Grupo 7,2025-11-04T08:05:05.886774
427,6,2025-09-07T08:05:05.886810,22.43,72.41,4.13,1013.27,2.52,Synthetic Data - Grupo 7,2025-11-04T08:05:05.886843
428,15,2025-10-17T08:05:05.886879,25.85,85.48,1.32,1019.73,4.51,Synthetic Data - Grupo 7,2025-11-04T08:05:05.886912
429,17,2024-12-13T08:05:05.886948,25.84,63.02,2.19,1011.56,10.12,Synthetic Data - Grupo 7,2025-11-04T08:05:05.886981
430,16,2025-03-11T08:05:05.887017,20.72,76.99,0.15,1004.23,3.6,Synthetic Data - Grupo 7,2025-11-04T08:05:05.887050
431,3,2025-03-04T08:05:05.887086,17.41,56.85,9.05,1007.43,3.21,Synthetic Data - Grupo 7,2025-11-04T08:05:05.887119
432,16,2025-01-23T08:05:05.887155,21.8,73.03,5.66,1021.16,9.54,Synthetic Data - Grupo 7,2025-11-04T08:05:05.887188
433,13,2025-06-07T08:05:05.887223,22.49,72.28,9.31,1019.27,1.2,Synthetic Data - Grupo 7,2025-11-04T08:05:05.887257
434,18,2025-02-07T08:05:05.887292,36.75,30.04,1.84,1003.91,5.7,Synthetic Data - Grupo 7,2025-11-04T08:05:05.887326
435,3,2025-07-22T08:05:05.887362,24.53,76.29,6.52,1019.54,1.12,Synthetic Data - Grupo 7,2025-11-04T08:05:05.887397
436,1,2025-06-08T08:05:05.887435,21.47,82.83,23.19,1013.37,2.54,Synthetic Data - Grupo 7,2025-11-04T08:05:05.887468
437,1,2025-10-18T08:05:05.887504,27.22,52.72,1.26,1015.25,0.46,Synthetic Data - Grupo 7,2025-11-04T08:05:05.887537
438,2,2025-03-13T08:05:05.887574,16.26,99.72,7.98,1017.71,7.1,Synthetic Data - Grupo 7,2025-11-04T08:05:05.887607
439,9,2025-10-11T08:05:05.887643,30.24,94.83,0.89,1011.13,2.19,Synthetic Data - Grupo 7,2025-11-04T08:05:05.887676
440,12,2025-07-07T08:05:05.887716,22.03,68.41,0.2,1003.45,8.03,Synthetic Data - Grupo 7,2025-11-04T08:05:05.887750
441,16,2025-02-16T08:05:05.887785,21.54,85.68,1.42,1008.15,8.47,Synthetic Data - Grupo 7,2025-11-04T08:05:05.887819
442,2,2024-12-25T08:05:05.887855,37.15,89.5,6.96,1013.2,1.22,Synthetic Data - Grupo 7,2025-11-04T08:05:05.887888
443,12,2025-06-17T08:05:05.887928,27.16,77.05,1.27,1016.18,2.11,Synthetic Data - Grupo 7,2025-11-04T08:05:05.887961
444,16,2025-01-17T08:05:05.888034,15.07,60.85,10.23,998.47,2.46,Synthetic Data - Grupo 7,2025-11-04T08:05:05.888067
445,4,2025-02-03T08:05:05.888103,21.74,60.49,1.76,1013.5,6.11,Synthetic Data - Grupo 7,2025-11-04T08:05:05.888136
446,4,2025-03-26T08:05:05.888172,23.05,72.37,0.18,1020.84,1.57,Synthetic Data - Grupo 7,2025-11-04T08:05:05.888205
447,4,2025-10-14T08:05:05.888240,18.68,53.6,0.65,1014.53,1.66,Synthetic Data - Grupo 7,2025-11-04T08:05:05.888273
448,15,2025-06-10T08:05:05.888309,29.89,77.83,2.53,1015.41,1.84,Synthetic Data - Grupo 7,2025-11-04T08:05:05.888341
449,4,2025-01-09T08:05:05.888377,29.46,97.44,10.05,1011.6,0.49,Synthetic Data - Grupo 7,2025-11-04T08:05:05.888410
450,20,2025-06-20T08:05:05.888445,15.82,58.23,4.15,1011.14,4.59,Synthetic Data - Grupo 7,2025-11-04T08:05:05.888478
451,11,2025-08-09T08:05:05.888518,26.11,89.18,7.56,1016.32,1.79,Synthetic Data - Grupo 7,2025-11-04T08:05:05.888554
452,4,2025-07-20T08:05:05.888590,24.31,65.72,0.49,1007.97,2.52,Synthetic Data - Grupo 7,2025-11-04T08:05:05.888623
453,10,2025-01-11T08:05:05.888660,28.09,50.26,6.87,1014.42,1.38,Synthetic Data - Grupo 7,2025-11-04T08:05:05.888696
454,11,2025-01-26T08:05:05.888734,20.77,88.74,3.26,1011.95,4.91,Synthetic Data - Grupo 7,2025-11-04T08:05:05.888768
455,9,2025-10-26T08:05:05.888804,24.07,65.17,0.14,1007.65,11.1,Synthetic Data - Grupo 7,2025-11-04T08:05:05.888837
456,2,2025-05-30T08:05:05.888873,22.9,88.87,8.2,1007.16,4.23,Synthetic Data - Grupo 7,2025-11-04T08:05:05.888906
457,10,2025-07-18T08:05:05.888942,25.98,58.03,2.08,1012.14,5.75,Synthetic Data - Grupo 7,2025-11-04T08:05:05.888975
458,4,2025-05-16T08:05:05.889020,26.14,42.13,5.98,1013.56,3.74,Synthetic Data - Grupo 7,2025-11-04T08:05:05.889055
459,4,2025-06-10T08:05:05.889092,24.42,73.79,0.01,1008.59,1.81,Synthetic Data - Grupo 7,2025-11-04T08:05:05.889126
460,8,2025-03-07T08:05:05.889166,23.81,70.69,6.52,1018.83,1.04,Synthetic Data - Grupo 7,2025-11-04T08:05:05.889199
461,7,2025-09-20T08:05:05.889235,21.2,74.31,2.57,1017.41,5.56,Synthetic Data - Grupo 7,2025-11-04T08:05:05.889268
462,1,2025-03-05T08:05:05.889304,20.42,90.33,1.47,1013.12,2.62,Synthetic Data - Grupo 7,2025-11-04T08:05:05.889337
463,20,2025-01-18T08:05:05.889375,25.62,83.87,8.36,1020.79,1.24,Synthetic Data - Grupo 7,2025-11-04T08:05:05.889409
464,8,2025-03-03T08:05:05.889445,19.34,69.06,0.42,1009.02,2.88,Synthetic Data - Grupo 7,2025-11-04T08:05:05.889478
465,20,2025-09-20T08:05:05.889514,15.19,64.08,3.24,1012.39,9.71,Synthetic Data - Grupo 7,2025-11-04T08:05:05.889547
466,3,2025-04-22T08:05:05.889583,28.93,95.98,6.03,1016.51,4.9,Synthetic Data - Grupo 7,2025-11-04T08:05:05.889616
467,6,2025-05-16T08:05:05.889652,26.81,80.19,7.29,1018.48,3.13,Synthetic Data - Grupo 7,2025-11-04T08:05:05.889685
468,11,2025-04-08T08:05:05.889721,15.24,74.2,3.71,1005.48,1.39,Synthetic Data - Grupo 7,2025-11-04T08:05:05.889754
469,9,2025-10-16T08:05:05.889790,19.71,85.28,18.54,1015.33,1.75,Synthetic Data - Grupo 7,2025-11-04T08:05:05.889822
470,10,2025-10-25T08:05:05.889859,24.78,69.96,5.84,1010.05,1.6,Synthetic Data - Grupo 7,2025-11-04T08:05:05.889892
471,1,2024-11-15T08:05:05.889928,19.6,75.18,6.55,1019.43,8.41,Synthetic Data - Grupo 7,2025-11-04T08:05:05.889964
472,12,2025-06-04T08:05:05.890001,18.29,59.51,14.2,1018.81,10.08,Synthetic Data - Grupo 7,2025-11-04T08:05:05.890035
473,13,2025-08-08T08:05:05.890071,26.1,62.28,16.99,1017.36,5.23,Synthetic Data - Grupo 7,2025-11-04T08:05:05.890104
474,11,2024-11-22T08:05:05.890139,25.93,73.27,17.42,1008.11,2.02,Synthetic Data - Grupo 7,2025-11-04T08:05:05.890173
475,4,2025-02-08T08:05:05.890208,24.17,76.87,30.48,1008.1,0.34,Synthetic Data - Grupo 7,2025-11-04T08:05:05.890241
476,15,2025-07-18T08:05:05.890281,21.57,66.8,2.45,1017.8,1.82,Synthetic Data - Grupo 7,2025-11-04T08:05:05.890314
477,6,2024-12-20T08:05:05.890350,34.77,76.01,0.82,1013.66,14.47,Synthetic Data - Grupo 7,2025-11-04T08:05:05.890384
478,6,2025-01-01T08:05:05.890420,22.29,57.42,5.63,1010.48,3.62,Synthetic Data - Grupo 7,2025-11-04T08:05:05.890453
479,4,2025-11-04T08:05:05.890492,22.91,68.18,0.52,1010.96,2.55,Synthetic Data - Grupo 7,2025-11-04T08:05:05.890525
480,20,2025-07-05T08:05:05.890561,22.43,83.21,0.8,1021.47,6.9,Synthetic Data - Grupo 7,2025-11-04T08:05:05.890594
481,5,2025-10-19T08:05:05.890630,25.84,40.13,3.17,1014.3,0.83,Synthetic Data - Grupo 7,2025-11-04T08:05:05.890663
482,2,2025-07-20T08:05:05.890699,25.06,66.54,1.83,1016.42,5.12,Synthetic Data - Grupo 7,2025-11-04T08:05:05.890732
483,13,2025-08-27T08:05:05.890767,19.91,89.03,3.17,1015.17,4.47,Synthetic Data - Grupo 7,2025-11-04T08:05:05.890800
484,7,2025-03-04T08:05:05.890836,22.55,59.88,2.9,1010.98,1.02,Synthetic Data - Grupo 7,2025-11-04T08:05:05.890869
485,3,2025-06-23T08:05:05.890905,32.65,66.48,1.22,1017.04,2.0,Synthetic Data - Grupo 7,2025-11-04T08:05:05.890938
486,4,2025-04-09T08:05:05.890978,24.61,70.39,0.35,1004.33,0.17,Synthetic Data - Grupo 7,2025-11-04T08:05:05.891012
487,16,2024-11-19T08:05:05.891048,17.45,100.0,1.25,1017.45,7.07,Synthetic Data - Grupo 7,2025-11-04T08:05:05.891081
488,5,2025-04-04T08:05:05.891117,34.68,59.67,9.08,1017.58,0.28,Synthetic Data - Grupo 7,2025-11-04T08:05:05.891151
489,15,2024-12-01T08:05:05.891188,28.71,57.11,4.56,1017.07,6.76,Synthetic Data - Grupo 7,2025-11-04T08:05:05.891221
490,3,2025-10-28T08:05:05.891257,23.33,67.03,3.52,1013.95,9.91,Synthetic Data - Grupo 7,2025-11-04T08:05:05.891293
491,14,2024-12-07T08:05:05.891331,34.49,79.13,11.65,1015.62,0.11,Synthetic Data - Grupo 7,2025-11-04T08:05:05.891365
492,16,2025-07-18T08:05:05.891400,31.76,39.03,13.82,1003.25,5.8,Synthetic Data - Grupo 7,2025-11-04T08:05:05.891433
493,11,2025-06-24T08:05:05.891469,30.58,74.79,0.77,1013.66,6.55,Synthetic Data - Grupo 7,2025-11-04T08:05:05.891502
494,19,2025-09-10T08:05:05.891538,14.47,65.47,2.68,999.98,3.63,Synthetic Data - Grupo 7,2025-11-04T08:05:05.891571
495,16,2025-08-03T08:05:05.891606,27.54,50.71,0.26,1012.81,1.02,Synthetic Data - Grupo 7,2025-11-04T08:05:05.891639
496,13,2025-05-14T08:05:05.891675,27.54,56.54,7.63,1006.44,3.45,Synthetic Data - Grupo 7,2025-11-04T08:05:05.891707
497,9,2025-04-26T08:05:05.891744,25.26,74.84,1.0,1012.69,2.02,Synthetic Data - Grupo 7,2025-11-04T08:05:05.891777
498,1,2025-10-08T08:05:05.891813,30.39,75.1,0.31,1014.41,1.67,Synthetic Data - Grupo 7,2025-11-04T08:05:05.891846
499,16,2025-01-15T08:05:05.891885,27.12,77.54,28.31,1000.53,4.47,Synthetic Data - Grupo 7,2025-11-04T08:05:05.891919
500,14,2024-12-12T08:05:05.891955,20.86,90.52,3.31,1007.16,0.49,Synthetic Data - Grupo 7,2025-11-04T08:05:05.891989
501,15,2025-03-25T08:05:05.892024,19.74,53.4,1.89,1015.86,2.13,Synthetic Data - Grupo 7,2025-11-04T08:05:05.892057
502,16,2024-11-30T08:05:05.892097,28.58,54.36,6.83,1019.13,0.98,Synthetic Data - Grupo 7,2025-11-04T08:05:05.892130
503,13,2025-08-20T08:05:05.892168,23.13,42.1,12.15,1009.97,3.77,Synthetic Data - Grupo 7,2025-11-04T08:05:05.892203
504,18,2025-01-12T08:05:05.892239,23.15,42.4,6.63,1012.84,3.5,Synthetic Data - Grupo 7,2025-11-04T08:05:05.892273
505,3,2025-03-25T08:05:05.892308,23.2,73.49,4.0,1009.22,5.06,Synthetic Data - Grupo 7,2025-11-04T08:05:05.892341
506,4,2025-06-05T08:05:05.892377,12.45,84.04,4.54,1013.92,2.62,Synthetic Data - Grupo 7,2025-11-04T08:05:05.892410
507,19,2024-12-11T08:05:05.892446,31.56,50.95,1.57,1014.43,1.96,Synthetic Data - Grupo 7,2025-11-04T08:05:05.892479
508,13,2025-06-24T08:05:05.892514,21.25,59.67,8.91,1013.71,5.0,Synthetic Data - Grupo 7,2025-11-04T08:05:05.892553
509,20,2025-02-04T08:05:05.892591,20.95,59.21,8.35,1005.18,6.92,Synthetic Data - Grupo 7,2025-11-04T08:05:05.892624
510,16,2025-06-15T08:05:05.892661,28.02,100.0,5.44,1005.6,4.73,Synthetic Data - Grupo 7,2025-11-04T08:05:05.892693
511,10,2025-04-30T08:05:05.892729,25.99,79.74,0.25,1011.18,4.28,Synthetic Data - Grupo 7,2025-11-04T08:05:05.892762
512,3,2025-01-11T08:05:05.892798,23.86,70.0,5.62,1018.75,5.79,Synthetic Data - Grupo 7,2025-11-04T08:05:05.892831
513,2,2025-03-04T08:05:05.892867,21.05,49.76,18.77,1010.92,5.0,Synthetic Data - Grupo 7,2025-11-04T08:05:05.892900
514,19,2025-04-22T08:05:05.892935,25.94,81.4,16.85,1018.27,1.38,Synthetic Data - Grupo 7,2025-11-04T08:05:05.892968
515,13,2025-07-06T08:05:05.893004,23.58,49.41,3.51,1014.76,1.86,Synthetic Data - Grupo 7,2025-11-04T08:05:05.893037
516,5,2025-04-05T08:05:05.893072,16.1,46.86,1.11,1009.84,3.62,Synthetic Data - Grupo 7,2025-11-04T08:05:05.893105
517,12,2025-10-01T08:05:05.893140,25.38,64.91,15.65,1014.85,0.76,Synthetic Data - Grupo 7,2025-11-04T08:05:05.893173
518,15,2025-03-18T08:05:05.893212,19.22,64.61,3.95,1025.52,1.83,Synthetic Data - Grupo 7,2025-11-04T08:05:05.893246
519,18,2025-04-04T08:05:05.893282,29.41,63.56,0.28,1017.42,1.17,Synthetic Data - Grupo 7,2025-11-04T08:05:05.893314
520,2,2025-01-25T08:05:05.893350,28.59,75.6,0.74,1014.56,3.01,Synthetic Data - Grupo 7,2025-11-04T08:05:05.893383
521,8,2025-05-10T08:05:05.893419,26.7,67.87,9.78,1014.69,4.48,Synthetic Data - Grupo 7,2025-11-04T08:05:05.893451
522,4,2025-10-01T08:05:05.893490,21.39,69.03,0.28,1013.36,2.83,Synthetic Data - Grupo 7,2025-11-04T08:05:05.893523
523,12,2025-08-10T08:05:05.893558,34.03,75.08,3.98,1011.33,5.15,Synthetic Data - Grupo 7,2025-11-04T08:05:05.893591
524,17,2025-03-23T08:05:05.893627,20.75,58.52,6.11,1001.01,1.7,Synthetic Data - Grupo 7,2025-11-04T08:05:05.893667
525,14,2024-12-05T08:05:05.893759,22.88,66.94,9.92,1010.09,5.7,Synthetic Data - Grupo 7,2025-11-04T08:05:05.893827
526,13,2024-11-09T08:05:05.893907,19.81,68.67,0.29,1013.65,3.85,Synthetic Data - Grupo 7,2025-11-04T08:05:05.893987
527,18,2025-04-27T08:05:05.894086,16.63,52.93,20.3,1013.12,2.89,Synthetic Data - Grupo 7,2025-11-04T08:05:05.894131
528,20,2025-08-12T08:05:05.894233,24.47,88.62,11.27,1011.26,4.58,Synthetic Data - Grupo 7,2025-11-04T08:05:05.894310
529,16,2025-06-28T08:05:05.894403,29.39,73.03,6.86,1015.71,6.08,Synthetic Data - Grupo 7,2025-11-04T08:05:05.894505
530,16,2025-01-02T08:05:05.894600,22.66,48.86,0.0,1010.96,1.81,Synthetic Data - Grupo 7,2025-11-04T08:05:05.894657
531,14,2025-07-31T08:05:05.894756,27.61,74.83,2.82,1013.84,3.42,Synthetic Data - Grupo 7,2025-11-04T08:05:05.894803
532,11,2025-09-07T08:05:05.894900,19.79,91.83,0.59,1017.04,7.73,Synthetic Data - Grupo 7,2025-11-04T08:05:05.894944
533,5,2025-05-18T08:05:05.894993,22.76,71.55,9.88,1023.21,2.81,Synthetic Data - Grupo 7,2025-11-04T08:05:05.895029
534,18,2025-07-22T08:05:05.895068,32.52,44.51,7.63,1015.41,2.75,Synthetic Data - Grupo 7,2025-11-04T08:05:05.895102
535,14,2025-10-27T08:05:05.895140,29.58,79.97,2.06,1010.24,1.27,Synthetic Data - Grupo 7,2025-11-04T08:05:05.895174
536,15,2025-08-14T08:05:05.895221,21.05,59.84,1.27,1012.45,1.51,Synthetic Data - Grupo 7,2025-11-04T08:05:05.895256
537,19,2025-09-24T08:05:05.895293,14.99,67.75,1.77,1011.37,1.48,Synthetic Data - Grupo 7,2025-11-04T08:05:05.895327
538,3,2025-09-10T08:05:05.895372,22.54,55.59,0.1,1007.02,3.1,Synthetic Data - Grupo 7,2025-11-04T08:05:05.895406
539,16,2025-09-05T08:05:05.895444,18.55,47.77,0.61,1012.56,3.36,Synthetic Data - Grupo 7,2025-11-04T08:05:05.895477
540,7,2025-05-08T08:05:05.895514,31.29,55.1,2.37,1007.92,6.37,Synthetic Data - Grupo 7,2025-11-04T08:05:05.895547
541,19,2025-11-03T08:05:05.895584,13.83,62.31,3.5,1008.51,5.33,Synthetic Data - Grupo 7,2025-11-04T08:05:05.895618
542,15,2025-09-08T08:05:05.895655,29.05,66.69,2.67,1009.29,2.44,Synthetic Data - Grupo 7,2025-11-04T08:05:05.895688
543,5,2024-12-23T08:05:05.895724,24.38,89.4,3.55,1013.07,2.34,Synthetic Data - Grupo 7,2025-11-04T08:05:05.895758
544,3,2025-08-18T08:05:05.895795,36.67,91.52,2.99,1019.92,9.73,Synthetic Data - Grupo 7,2025-11-04T08:05:05.895829
545,18,2025-09-23T08:05:05.895870,26.05,66.96,1.88,1010.36,0.87,Synthetic Data - Grupo 7,2025-11-04T08:05:05.895904
546,2,2025-05-31T08:05:05.895941,31.6,63.35,0.71,1018.91,1.99,Synthetic Data - Grupo 7,2025-11-04T08:05:05.895974
547,12,2025-09-10T08:05:05.896011,21.45,81.33,7.12,1025.52,1.53,Synthetic Data - Grupo 7,2025-11-04T08:05:05.896044
548,2,2025-07-01T08:05:05.896095,28.08,89.44,0.13,1007.46,1.21,Synthetic Data - Grupo 7,2025-11-04T08:05:05.896129
549,5,2025-05-13T08:05:05.896170,30.74,60.94,0.42,1006.08,2.3,Synthetic Data - Grupo 7,2025-11-04T08:05:05.896204
550,5,2024-12-27T08:05:05.896241,21.05,69.89,0.66,1011.92,4.71,Synthetic Data - Grupo 7,2025-11-04T08:05:05.896275
551,16,2025-08-03T08:05:05.896312,23.93,79.94,3.96,1008.96,3.71,Synthetic Data - Grupo 7,2025-11-04T08:05:05.896345
552,18,2025-09-24T08:05:05.896382,29.98,53.54,7.13,1005.62,4.42,Synthetic Data - Grupo 7,2025-11-04T08:05:05.896415
553,15,2025-07-21T08:05:05.896456,24.32,67.83,3.46,1011.27,4.5,Synthetic Data - Grupo 7,2025-11-04T08:05:05.896490
554,14,2025-08-05T08:05:05.896527,23.45,86.63,1.06,1015.09,3.61,Synthetic Data - Grupo 7,2025-11-04T08:05:05.896560
555,12,2025-05-12T08:05:05.896597,29.12,86.83,7.96,1008.32,4.66,Synthetic Data - Grupo 7,2025-11-04T08:05:05.896630
556,4,2025-04-30T08:05:05.896667,31.56,64.63,0.1,1021.11,2.94,Synthetic Data - Grupo 7,2025-11-04T08:05:05.896700
557,7,2024-11-22T08:05:05.896740,21.91,64.17,5.42,1024.76,2.53,Synthetic Data - Grupo 7,2025-11-04T08:05:05.896775
558,1,2025-10-10T08:05:05.896811,23.76,68.85,0.56,1011.49,0.2,Synthetic Data - Grupo 7,2025-11-04T08:05:05.896844
559,12,2025-01-23T08:05:05.896881,28.56,100.0,5.71,1016.41,3.7,Synthetic Data - Grupo 7,2025-11-04T08:05:05.896915
560,8,2025-08-31T08:05:05.896952,35.45,69.54,2.03,1012.49,1.35,Synthetic Data - Grupo 7,2025-11-04T08:05:05.896985
561,20,2025-05-02T08:05:05.897022,23.44,69.81,6.03,1016.61,2.73,Synthetic Data - Grupo 7,2025-11-04T08:05:05.897057
562,12,2025-03-12T08:05:05.897094,30.47,64.76,8.46,1009.14,0.63,Synthetic Data - Grupo 7,2025-11-04T08:05:05.897127
563,16,2025-10-17T08:05:05.897164,32.53,82.8,0.46,1011.15,4.92,Synthetic Data - Grupo 7,2025-11-04T08:05:05.897200
564,3,2025-08-28T08:05:05.897238,27.14,74.72,5.04,1022.19,2.05,Synthetic Data - Grupo 7,2025-11-04T08:05:05.897272
565,11,2024-12-12T08:05:05.897308,21.94,72.01,1.83,1014.2,6.23,Synthetic Data - Grupo 7,2025-11-04T08:05:05.897342
566,14,2025-10-02T08:05:05.897379,19.62,64.49,3.8,1009.48,11.71,Synthetic Data - Grupo 7,2025-11-04T08:05:05.897412
567,10,2025-08-12T08:05:05.897448,31.45,75.21,6.5,1013.43,3.54,Synthetic Data - Grupo 7,2025-11-04T08:05:05.897482
568,8,2025-07-03T08:05:05.897518,25.62,86.74,4.61,1020.54,19.89,Synthetic Data - Grupo 7,2025-11-04T08:05:05.897551
569,4,2025-10-26T08:05:05.897587,19.38,61.13,7.45,1016.82,3.71,Synthetic Data - Grupo 7,2025-11-04T08:05:05.897620
570,18,2024-11-28T08:05:05.897657,12.88,40.37,13.51,1016.76,3.35,Synthetic Data - Grupo 7,2025-11-04T08:05:05.897690
571,6,2025-01-15T08:05:05.897727,29.1,69.55,2.05,1010.27,9.63,Synthetic Data - Grupo 7,2025-11-04T08:05:05.897760
572,10,2025-07-08T08:05:05.897797,26.8,70.27,4.76,1015.36,3.08,Synthetic Data - Grupo 7,2025-11-04T08:05:05.897830
573,20,2024-11-18T08:05:05.897866,17.02,80.77,2.37,1010.32,3.27,Synthetic Data - Grupo 7,2025-11-04T08:05:05.897900
574,20,2025-03-18T08:05:05.897937,26.89,68.81,9.29,1010.1,2.16,Synthetic Data - Grupo 7,2025-11-04T08:05:05.897970
575,3,2025-03-04T08:05:05.898006,17.1,50.75,4.8,1019.59,2.64,Synthetic Data - Grupo 7,2025-11-04T08:05:05.898039
576,17,2025-06-19T08:05:05.898076,27.06,72.79,3.63,1018.3,3.72,Synthetic Data - Grupo 7,2025-11-04T08:05:05.898109
577,18,2025-03-21T08:05:05.898149,15.87,56.23,1.54,1009.77,1.43,Synthetic Data - Grupo 7,2025-11-04T08:05:05.898182
578,16,2025-10-31T08:05:05.898222,24.01,54.05,3.62,1009.53,4.06,Synthetic Data - Grupo 7,2025-11-04T08:05:05.898255
